activity,activityID,userID,"rating (hi = 50, low = 10)",,,unique users,# of ratings per user,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jkle,50,,,lylydon,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jkj7,40,,,lylek334,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JKcoe968,50,,,LylaF,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JimM763,40,,,LY437,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JimM2011,30,,,LWMiller,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JimD202,40,,,lwilmette,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JimandRita,50,,,LW8415,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JillL685,50,,,LW46,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jillh224,50,,,lvanglkat,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JillG403,10,,,lv2trvl2eur,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JGM1950,50,,,Lv2Travel87,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jetjersey,50,,,Lv2T,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Jetface,50,,,luxonly15,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jerrys01,40,,,luxlovernyc,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JerryBurtII,50,,,Luvtravv,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JenR1164,50,,,LuvtoTrvl2015,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Jennystrip2014,30,,,luvtotravel818,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jennymd_80,50,,,LuvsToTravel3,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JennyB210,50,,,luvnatlparks,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jennifercV3741EF,50,,,LuvMyLuLu,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jenabaintheworld,50,,,luvintootravel,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jena669,40,,,Luvinspoonful,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Jeiselstein,50,,,Luvinlife34266,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jehenson81,40,,,LuvFoodnFun,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jehenson81,50,,,luvbeachesAustin,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jeffl499,50,,,luvaneezer,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JED53,30,,,luv2travl003,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jeannettey_12,50,,,LUV2TRAVELTM,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jck123123,50,,,luv2travelPittsburgh,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jch0,40,,,luv2travelfam,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jayp913,40,,,luv2travel6482,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Jayhawk17,50,,,luv2travel1229,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JayaJ_12,50,,,luv2ride,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jaxon27,50,,,luv2gonc,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jaxon12809,50,,,Luv2bhome,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JavaMama58,40,,,lutziab2016,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jaseaton,50,,,Lusie0520,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jaseaton,40,,,lupaglupa,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Janrweaver,50,,,lunahod,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jandago,50,,,LunaH_13,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,janadair,50,,,LuluNorthYorks_,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JamieF60,50,,,Lulu5240,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Jakmckay,40,,,lulilulie,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,JacquelineD2432,50,,,LulaBK,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,jacksondc,50,,,LukasH913,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,J_Taylor_Tampa,50,,,luisl0ng0,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,iyoreo,50,,,LuisF_13,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ivytravel,40,,,lugoffbob,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ivant780,50,,,lufc04,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,isl06,50,,,ludo001,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,iphonenyc,50,,,LucyStaves,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,iobdennis,20,,,LucyS431,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,inounvme,50,,,LucyPie,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ILoveFoodComa,40,,,LucyJojo,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,iholland95,50,,,lucyedgaaar,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,idgirl,30,,,lucretiachanlee,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,IDC637,50,,,luckyg215,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,hotroxx,40,,,LuckhnowiIshq,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hot-tea-and-Scones,50,,,Lucille362,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HospitalityConsult,50,,,lucianam189,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HopeL748,50,,,Luchin,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,hoograp,50,,,LucasR111,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,homazoma,50,,,LuBorges3001,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,hollind,50,,,LUBerman,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hokie67,50,,,LuanneC956,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HighwayTwo2014,50,,,LTPratt,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HersheyCultureSeeker,50,,,Ltencza,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Heliaca,50,,,ltcky,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HelenaGuerra,40,,,ltcjoecruz,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hea1thyTrave1er,50,,,LSWicks,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hatzlacha,40,,,lsweeney458,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hatterbake,50,,,LSU1976,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,happynowyoga,40,,,lsgoldblatt,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,HappyHolidays074,40,,,Lsf22,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Hanschen,50,,,lsdf,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GretchenK906,30,,,lscsNYC,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,grandnonny,50,,,lsalasor,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,gpizzy,50,,,LRF17,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GoWVUMorgantown,50,,,LRD,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Gooner10-8,40,,,LR492,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GoodFood88,40,,,LR417,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,goaskjane,50,,,LPoole2014,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Go554406,20,,,LPofEP,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GloucesterGirl_10,50,,,LPNEtraveler,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GloriaV818,50,,,LPLoveToTravel,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GloriaB936,50,,,LPH0707,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ginnysim,50,,,Lpallan,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GinaLei,50,,,loy12321,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,gidgetcindy,50,,,lowlander46,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,genegrandisle,40,,,lovinthelocs,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GeminiDragonSanDiego,50,,,Lovicarious,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,geb7230,40,,,Lovey602,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Gearhead1960,50,,,Lovevactions72,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GC891,50,,,LoveTrips,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Gburgabe,40,,,LoveTravel709364,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GBL112,50,,,lovetotryplaces,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GayleUK,20,,,lovetotravelNebraska,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,GammaI,50,,,lovetotravelKilkenny,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,gailie48,50,,,lovetotravelhk,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,G8446QAkellyd,40,,,Lovetotravel11177777,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,G6538LOamandak,40,,,LovetoSee123,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,G5269USjohna,50,,,Lovetoexplore08,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,G3043MWsandys,50,,,LovetheSnow31,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,fttvienna,50,,,LovetheBeach58503,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Freddyt64,30,,,lovetennis99,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,FrankieJames,50,,,lovestotravelohyeah,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,FranckP534,40,,,LovesToTravel716,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Foody4LF,50,,,Loves2rite,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,foodrover,50,,,lovenewyork1993,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Foodiein757,50,,,lovely312015,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,flounderm,40,,,Loveleola,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,floatingseas,40,,,lovejoi2000,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,FlightTime27,50,,,loveDCA,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,flcoppen,50,,,Loveacorona,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,FJS321,40,,,Love2usday,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,FJGonzalezG,50,,,love2travelStamford,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,fishermen66,50,,,love2travelky,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Family_Tripster_05,50,,,love2gonyc,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Fabrizziana,20,,,love2bncharleston,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,eyelove2eat,40,,,Love_Southern_NJ,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Expattraveler100,50,,,Love_Renoir,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ewhubbard,40,,,lovablenun24,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Evie9242,50,,,louy2014,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Evgenia365,50,,,lourdest239,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,everettb2013,40,,,LourdesR892,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,everettb2013,50,,,LoupMom,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,evanscaribbean,40,,,louloupea,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Esser18,50,,,loulou089,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Escape763338,50,,,LOuLOu0204,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Erwie-Dude,40,,,louisianagal,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,erick1997,50,,,louish223,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ep574,50,,,louiser508,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,emped0cles,50,,,LouiseH566,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Emily22611,30,,,LouiseB502,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ElysHarbour,50,,,louisap460,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,elleoa,50,,,lou1600,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ellenh978,50,,,Lotus8800,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ElizabethM354,40,,,LottyToronto,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,elCubanito305,50,,,LotsaTraveling,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ElaineAndGreg,50,,,LotsaT,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,edwinvirginia,50,,,losilva95,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,edc338,50,,,LosAngeleslotus,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ectravelermd,40,,,lorynl303,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Eclipsegroupie,40,,,lorus57,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ebbtide123,50,,,lortonsedge,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ebaty,40,,,lorrier967,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Eaton_Out,50,,,lorrieb543,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,EastBostonGuy,50,,,lorrainemV5156ZQ,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,E4092MZsusanc,50,,,lorrainec39,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dwhite2011,50,,,lorin295,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dvkremk,20,,,lorikayh,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DunxEnright,50,,,Lorijreis,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dspMd,50,,,LorieS819,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dsb223a,40,,,loricB9778UC,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Drmoxie,50,,,Loribbb,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,drkathleen2,50,,,loriannm673,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DreaLovesToTravel,40,,,LoriandMarkNC,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DRAPERTH1,40,,,lori0808,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Dphillips2012,50,,,Lori_in_KingWilliam,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dottier461,40,,,lorettas1981,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dontcallmeillcallyou,50,,,lorettaj121,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DonnaS4165,40,,,LorettaConnecticut,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DonnaBakerSmith,50,,,lorenzopgn,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DonLynski,50,,,LorenW630,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DomandPerry,50,,,lorabaum,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dolamroth,40,,,lookingtotravel13,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,doc963,50,,,Lookingforgoodstuff,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dmiller148,50,,,lonniem189,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DM617285,40,,,longstrangejourney,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DisneyLover135,40,,,longhorn74,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,diploconcierge,40,,,Longfellow1928,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DineWithDi,40,,,lonewolf44,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dillonc968,50,,,lonewolf02,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Dez57718,40,,,LoneStarTrippin,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,devon81,50,,,LondonTigerfan,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,devnprt1,50,,,LondonPatricia56,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DeutschDame,50,,,London_Flyer,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,destinyu,40,,,Londinium,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,designerista,50,,,loma1234,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,derbyfan2016,50,,,Lolo4us,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DennyB510,30,,,lolo1418,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DennisF57,50,,,Lolo1139,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DeniseR441,50,,,Lolo_AK,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,denisef611,50,,,Loladigger,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DeltaM_13,50,,,LoKkay,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Delicosaur,50,,,loki_knows,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,delaware-veg,40,,,Loistheartist,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,deborahf702,50,,,loisl610,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,debbiekU7717ZJ,50,,,loisd533,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DebbieF1967,50,,,LoganXYZ,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,debbiedorlandog,50,,,LoganT1987,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DebbeD777,40,,,logansmom21,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Deb-NY-FL,50,,,loganm512,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Ddb2422,50,,,loganham8,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dcperry423,50,,,locarm,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dcm_boticelli,50,,,localtucker22,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DCL32951,40,,,lobs111,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Dcemperor,50,,,LoafJugThouTree,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DCapitol,40,,,loaelah,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dawns245,50,,,LnDRN85,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dawnfromseattle,50,,,LMSP,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DavidTAC,50,,,Lms48,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,davidrH1314VW,50,,,LMRM,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DavidR752,50,,,LMR1995,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,davidpT2095ZF,50,,,LMOverby,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DavidD6912HK,50,,,LMom1,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,davec267,50,,,lmncpa2018,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Dansza,50,,,lmk1126,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,DanR856,50,,,LMK-CO,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dandg76,40,,,lmjives,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dancerLosAngeles,50,,,Lmira20,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dan46826,50,,,LMF1965,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,damookie,50,,,lmentzer,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,damg,50,,,LMDevlin,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dales4613,50,,,LMBH2014,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Dale91952,40,,,lmantel,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,dagloz1974,50,,,LM587,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,D9794KDmariag,40,,,lltravelmel1,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,D2666VUrons,40,,,LLSRadfordVA,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,curvyskiergrl21029,40,,,lloyds302,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Curtez151,50,,,LLonna,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,curtaincalltv,50,,,LLnDD,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,css1983,40,,,Llmilder,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,crosew802,50,,,LLL89,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,creativecrew,50,,,llf_13,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CRB50,40,,,LlewellynPatrick,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CraigCT2,50,,,LLCJ54,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,courtrightkj,50,,,llamamamaof2,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CourtneyStanz,50,,,LKWendel,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,countingmomma,50,,,lkuiper,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,coreyl197,50,,,Lkmetyk,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,coombsfamily5,50,,,Lkeith001,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Cookiebob,50,,,lkeavney,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,conniel800,50,,,LJZ_12,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CongoNatty,50,,,LJontrip,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,compstall,50,,,LJM6969,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Coellum,40,,,Ljdavis147,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cmg3,50,,,lizzyb5,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,clpb,30,,,Lizzieboy,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Cloud_Breaker,30,,,Lizzie222,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CliffPenny,50,,,Lizzardooo,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CleveTrav,50,,,LizzaP_12,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CityintheCindy,50,,,LizZ189,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cindyg31696,50,,,LizN397,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,chrisw979,50,,,lizlubee,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,christopherkA3178OU,50,,,LizGraham2014,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ChristopherBayer,30,,,LizDelSol,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,christinemV672ZD,50,,,LizB941,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,christinee279,40,,,lizas906,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ChrisK29,50,,,lizade,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,chrisd19380,50,,,Lizabr123,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cholahan,30,,,lizabeth94,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,chocaholicbrit,50,,,liwaif,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,chichipanda2016,50,,,livinglkanoval,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ChefScott511,50,,,LivinglifeinPA,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Chefcolli,50,,,livewireent06,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CharmainD_12,40,,,Livetotravel221,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CharlotteG961,50,,,LIVElifeTravel2018,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CharleySays,50,,,livelifeh2014,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,charlespfw,30,,,LivDaley,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CharlesGies,50,,,littlewarrior43,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,char1scott,50,,,littleseeker,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cffescu,50,,,Littlerichy98,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Cecilia436,50,,,littlepigeon926,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CdnLana,50,,,LittlePaint,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cdjones,50,,,Littlemiss105,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ccMD2015,50,,,littlemac4,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,ccb313,50,,,littlejohnja,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Ccamii,50,,,littlejet,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cbull2016,50,,,littlebird23,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cbotram,50,,,litterpicker1993,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cazchrisMk,40,,,litfemale7453,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,cautiousfoodie,50,,,literallyrich,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,catherinek07,50,,,Litehous,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CatheM285,50,,,Lissete,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CatawbaCats,50,,,liskaan,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Catalaq,50,,,Lise2017,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CascadeHeadJack,50,,,lisaz745,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,caroler54,50,,,lisawV2372DD,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,carola45698,20,,,lisawlg,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CarlaH765,50,,,LisaW821,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,canter2u,40,,,LisaTravelTime,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,candyer,40,,,lisasX539HB,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,CandyC727,50,,,lisasA4798SK,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Califanna348,40,,,lisas987,1,,
John F. Kennedy Center for the Performing Arts,g28970-d141825,Cal_Parry,50,,,lisarO9748GF,1,,
