activity,activityID,userID,"rating (hi = 50, low = 10)",,,unique users,# of ratings per user,,
DC Circulator,g28970-d8782860,391jodit,50,,,willow20,1,,
DC Circulator,g28970-d8782860,37montseg,50,,,willoughby117,1,,
DC Circulator,g28970-d8782860,287richs,10,,,Willot,1,,
DC Circulator,g28970-d8782860,23KSA,50,,,willoneal,1,,
DC Circulator,g28970-d8782860,227karenl,50,,,willl673,1,,
DC Circulator,g28970-d8782860,216steveq,10,,,willj6363,1,,
DC Circulator,g28970-d8782860,_SLH138_,40,,,Willie555,1,,
DC Circulator,g28970-d8782860,19141914,50,,,williamwU1005OP,1,,
DC History Center,g28970-d1216224,Zzardvark,30,,,WilliamT233,1,,
DC History Center,g28970-d1216224,MarinaVmusic,50,,,WilliamsportPA,1,,
DC History Center,g28970-d1216224,M2718,30,,,williamsN7221VB,1,,
DC History Center,g28970-d1216224,johnsH3461MX,50,,,WilliamsHomes,1,,
DC History Center,g28970-d1216224,Janey1800,10,,,WilliamS218,1,,
DC History Center,g28970-d1216224,HelenaGuerra,30,,,williammZ222ZR,1,,
DC History Center,g28970-d1216224,carolyne406,50,,,williamLF,1,,
DC History Center,g28970-d1216224,bearbranchgirl,40,,,WilliamIreland,1,,
DC History Center,g28970-d1216224,barymad,50,,,WilliamH836,1,,
DC History Center,g28970-d1216224,444daisy,40,,,williamgK6051KD,1,,
DC Jazz Festival,g28970-d10020634,Popsicle-t0es1,30,,,williamg152,1,,
DC Jazz Festival,g28970-d10020634,designtravel2014,40,,,williamf802,1,,
DC Streetcar,g28970-d10004700,PrawetJ,40,,,williambW826KN,1,,
DC Streetcar,g28970-d10004700,paulogilvie1802,50,,,WilliamB474,1,,
DC Streetcar,g28970-d10004700,LesJoEllen,40,,,william431,1,,
DC Streetcar,g28970-d10004700,erisley2015,50,,,WillCSBC,1,,
DC Streetcar,g28970-d10004700,cityslickerindasouth,50,,,Willabe,1,,
DC Streetcar,g28970-d10004700,ChristineRUN1,40,,,Wildycat,1,,
DC Streetcar,g28970-d10004700,CaseyJones6325,30,,,wildwanderlust,1,,
DC Streetcar,g28970-d10004700,591nurg,10,,,wildswanDelaware,1,,
Decatur House,g28970-d278468,wlamb123,50,,,wildstarrman,1,,
Decatur House,g28970-d278468,wallacejain,40,,,wildlime92,1,,
Decatur House,g28970-d278468,vmp1806,50,,,WildlifeTravel24,1,,
Decatur House,g28970-d278468,skdphe,50,,,Wildflowersaver,1,,
Decatur House,g28970-d278468,QuickWhitTravel,40,,,Wiganer78,1,,
Decatur House,g28970-d278468,PrawetJ,40,,,wienerdogsdad,1,,
Decatur House,g28970-d278468,Pnemiller,50,,,wideawakenow,1,,
Decatur House,g28970-d278468,Peterharris32,30,,,WickedReview,1,,
Decatur House,g28970-d278468,noke,50,,,WIBadgergirl,1,,
Decatur House,g28970-d278468,NBWilcox,50,,,wholovesfood,1,,
Decatur House,g28970-d278468,NAFTAflyer,40,,,WHMeg,1,,
Decatur House,g28970-d278468,momconrad,30,,,WhitneyS170,1,,
Decatur House,g28970-d278468,McWett,40,,,Whitknidenise,1,,
Decatur House,g28970-d278468,lpMaggi713,50,,,whitfobj,1,,
Decatur House,g28970-d278468,lpMaggi713,30,,,Whitetailz,1,,
Decatur House,g28970-d278468,L1351EXjasonr,50,,,whiterockboy,1,,
Decatur House,g28970-d278468,KimberlyS4,50,,,Whiterabbit9,1,,
Decatur House,g28970-d278468,JoeNathan9249,40,,,whiteflea,1,,
Decatur House,g28970-d278468,jerdc,50,,,whitderr,1,,
Decatur House,g28970-d278468,Jerandnanc,30,,,WhiskeyGirlDublin,1,,
Decatur House,g28970-d278468,interceptpubs,40,,,whiskey3pa,1,,
Decatur House,g28970-d278468,hcmjkm,40,,,WhirldWind,1,,
Decatur House,g28970-d278468,H3561OHjd,40,,,Whimsee,1,,
Decatur House,g28970-d278468,Gooner10-8,40,,,Wherethecorpssendsus,1,,
Decatur House,g28970-d278468,FPAdventurer,30,,,wherenextnc,1,,
Decatur House,g28970-d278468,DJBrandon,30,,,Where2GoWhere2go,1,,
Decatur House,g28970-d278468,DCHistoryAndCulture,50,,,Whenareweleaving1012,1,,
Decatur House,g28970-d278468,DaleRachmeler,50,,,WheelsUp_Travel,1,,
Decatur House,g28970-d278468,cstewartDallas,50,,,wheatengator,1,,
Decatur House,g28970-d278468,CraigR45,50,,,WhatTheDeuceIsIt,1,,
Decatur House,g28970-d278468,christin77,40,,,whalehead,1,,
Decatur House,g28970-d278468,Chinapjs,40,,,WH396,1,,
Decatur House,g28970-d278468,C530WSdavel,50,,,wetravel4u,1,,
Decatur House,g28970-d278468,Bebop12345,50,,,Wetfire01,1,,
Decatur House,g28970-d278468,AnnKirby,50,,,WesUK-USA,1,,
Decatur House,g28970-d278468,866TaylorB,50,,,westtown_mom,1,,
Decatur House,g28970-d278468,749melaniel,50,,,westraveler,1,,
Decatur House,g28970-d278468,66cathyh,50,,,Westons319,1,,
Decatur House,g28970-d278468,656turners,50,,,Westononthemove,1,,
Delta Sky Club,g28970-d14068008,smitty237,50,,,WestonB_12,1,,
Department of State,g28970-d564525,Whimsee,50,,,western469,1,,
Department of State,g28970-d564525,tyjlevine,40,,,westcountrypro,1,,
Department of State,g28970-d564525,TouristMD,40,,,wessell16,1,,
Department of State,g28970-d564525,TN-Traveler38017,50,,,WendyTT_12,1,,
Department of State,g28970-d564525,sullivus,40,,,wendyrollins,1,,
Department of State,g28970-d564525,stevenhT1980VU,50,,,wendymihm,1,,
Department of State,g28970-d564525,Stargatebabe,40,,,wendyleigh22,1,,
Department of State,g28970-d564525,SOBO101,50,,,wendygZ8062ZT,1,,
Department of State,g28970-d564525,smmbkw,50,,,wendycK9616HW,1,,
Department of State,g28970-d564525,shark70,20,,,wendy2658,1,,
Department of State,g28970-d564525,Shampeu,50,,,wendy0274780155,1,,
Department of State,g28970-d564525,rockySeattleArea,50,,,wendenzen,1,,
Department of State,g28970-d564525,robert4704,30,,,wendelld2013,1,,
Department of State,g28970-d564525,renes186,50,,,WendeeQ,1,,
Department of State,g28970-d564525,RayGCincinnati_OH,50,,,wenand,1,,
Department of State,g28970-d564525,QuickWhitTravel,50,,,WenA1,1,,
Department of State,g28970-d564525,PeggyH180,50,,,Wen2013,1,,
Department of State,g28970-d564525,OneMansPerspectives,50,,,wemotv8,1,,
Department of State,g28970-d564525,normb814,20,,,WeLuv2Relax,1,,
Department of State,g28970-d564525,NikkiHart,50,,,welshpembrokecorgi,1,,
Department of State,g28970-d564525,nicolass208,50,,,welovejetlag,1,,
Department of State,g28970-d564525,NAFTAflyer,20,,,welltravelled105,1,,
Department of State,g28970-d564525,magslucy,50,,,WellingtonKiwiJo,1,,
Department of State,g28970-d564525,Lynn60726,50,,,Wellfan,1,,
Department of State,g28970-d564525,LorelaiLii,40,,,WeenjoytravelingUSA,1,,
Department of State,g28970-d564525,LfeisGood,30,,,weekendwonder1,1,,
Department of State,g28970-d564525,LAshmore12,50,,,WeekendsRFun,1,,
Department of State,g28970-d564525,larrybanal,50,,,Weekend20854,1,,
Department of State,g28970-d564525,Kittygal,50,,,weekend_advisor,1,,
Department of State,g28970-d564525,KGustafson,50,,,Weegeewoman,1,,
Department of State,g28970-d564525,JoanK419,30,,,Weedel,1,,
Department of State,g28970-d564525,jilldG8902MA,50,,,webgoddesscathy,1,,
Department of State,g28970-d564525,JBT2,50,,,webgabe,1,,
Department of State,g28970-d564525,jazzbird925,30,,,weberbarb,1,,
Department of State,g28970-d564525,gmaj_05,40,,,weberas13,1,,
Department of State,g28970-d564525,furie124,40,,,Weber_Girl,1,,
Department of State,g28970-d564525,eer1,50,,,Webbuzzard,1,,
Department of State,g28970-d564525,digitalroc,40,,,Weather42,1,,
Department of State,g28970-d564525,Chinapjs,40,,,wearytrvlr,1,,
Department of State,g28970-d564525,carriemeover,50,,,WearyTraveler2007,1,,
Department of State,g28970-d564525,CA-MR,50,,,Wearetravelling,1,,
Department of State,g28970-d564525,Aquapat,50,,,WeAreRoadWarriors,1,,
Department of State,g28970-d564525,annettek341,50,,,weagejas,1,,
Department of State,g28970-d564525,617collinm,40,,,We-L0VE-Adventure,1,,
Department of State,g28970-d564525,602sethh,50,,,we_out,1,,
Department of State,g28970-d564525,585ChrisW,30,,,we_drive,1,,
Department of State,g28970-d564525,229kirstien,40,,,WDWforus,1,,
Department of State,g28970-d564525,159barbarar,50,,,wdlindsy,1,,
Department of State,g28970-d564525,649001,40,,,wdcwrldtrvlr,1,,
Department of the Interior Museum,g28970-d564526,VLKenyon,40,,,WDCVA,1,,
Department of the Interior Museum,g28970-d564526,utfiero,30,,,wdctraver,1,,
Department of the Interior Museum,g28970-d564526,Sandelly7,50,,,WDavidTF,1,,
Department of the Interior Museum,g28970-d564526,RonR127,40,,,WBurgJoe,1,,
Department of the Interior Museum,g28970-d564526,Ranger145,20,,,wblu46,1,,
Department of the Interior Museum,g28970-d564526,PrawetJ,30,,,WayneL538,1,,
Department of the Interior Museum,g28970-d564526,mimi1890,10,,,Wayne800,1,,
Department of the Interior Museum,g28970-d564526,Lucky_Eddie,20,,,Wayicit,1,,
Department of the Interior Museum,g28970-d564526,LSUTraveller,40,,,wavyhair,1,,
Department of the Interior Museum,g28970-d564526,LMK-CO,50,,,watts0925,1,,
Department of the Interior Museum,g28970-d564526,Kittygal,40,,,watsonborn,1,,
Department of the Interior Museum,g28970-d564526,karenpammy2016,40,,,watermarkhomes,1,,
Department of the Interior Museum,g28970-d564526,hfulghum,30,,,WaterBuffalo2,1,,
Department of the Interior Museum,g28970-d564526,EllenF162,40,,,watchfulone,1,,
Department of the Interior Museum,g28970-d564526,eer1,10,,,wastetime,1,,
Department of the Interior Museum,g28970-d564526,dvkremk,40,,,WASKingston,1,,
Department of the Interior Museum,g28970-d564526,cityslickerindasouth,40,,,WashingtonTraveler21,1,,
Department of the Interior Museum,g28970-d564526,Chinapjs,40,,,WashingtonDCAnne,1,,
Department of the Interior Museum,g28970-d564526,brianmI2352SQ,10,,,WashDCTravelGuy,1,,
Department of the Interior Museum,g28970-d564526,ATL_Jacket,10,,,WashDCD_C_Grl,1,,
Department of the Interior Museum,g28970-d564526,AS_girlwonder,40,,,WarwickTraveler29,1,,
Department of the Interior Museum,g28970-d564526,apdemas,40,,,warriorforkids,1,,
Department of the Interior Museum,g28970-d564526,536kathys,40,,,warnerarthur48,1,,
Depression Breadline sculpture,g28970-d10768256,toscwolfstar,40,,,warmacheen,1,,
Depression Breadline sculpture,g28970-d10768256,PrawetJ,40,,,WareBear4244,1,,
Depression Breadline sculpture,g28970-d10768256,musicgirl911,30,,,wardnick1,1,,
Depression Breadline sculpture,g28970-d10768256,missyh606,30,,,WAOM,1,,
Depression Breadline sculpture,g28970-d10768256,kenb862,50,,,WAOlsons,1,,
Depression Breadline sculpture,g28970-d10768256,joycep883,40,,,wantgills,1,,
Depression Breadline sculpture,g28970-d10768256,jess290718,30,,,wannago2,1,,
Depression Breadline sculpture,g28970-d10768256,D9447PXjohns,30,,,WannaGetAwayToday,1,,
Depression Breadline sculpture,g28970-d10768256,BradJill,40,,,WannaBTraveling2,1,,
Discovery Theater,g28970-d564527,twinklesva,50,,,wannabevirginian,1,,
Discovery Theater,g28970-d564527,tingail,50,,,Wanjiro,1,,
Discovery Theater,g28970-d564527,pvpizarro,50,,,wanderxrednaw,1,,
District of Columbia War Memorial,g28970-d1887124,Zukracer,50,,,wandermuffin,1,,
District of Columbia War Memorial,g28970-d1887124,xzytt,50,,,wanderlustfamily17,1,,
District of Columbia War Memorial,g28970-d1887124,WJP2-1776,30,,,Wanderlust48,1,,
District of Columbia War Memorial,g28970-d1887124,waunderlust_forever,50,,,Wanderlassie,1,,
District of Columbia War Memorial,g28970-d1887124,WaJello,40,,,WanderingSpriti,1,,
District of Columbia War Memorial,g28970-d1887124,U819XUkimberlyb,50,,,wanderingj60,1,,
District of Columbia War Memorial,g28970-d1887124,Trusstytraveller,40,,,WanderingGI,1,,
District of Columbia War Memorial,g28970-d1887124,Trumpster175,40,,,wanderingfamily123,1,,
District of Columbia War Memorial,g28970-d1887124,TravelK363,40,,,WandererInTheMidst,1,,
District of Columbia War Memorial,g28970-d1887124,TrailTrekker15,40,,,Wanderer38642,1,,
District of Columbia War Memorial,g28970-d1887124,Torte_Sue,40,,,Wander787629,1,,
District of Columbia War Memorial,g28970-d1887124,thomascM6684ZF,40,,,Wander748977,1,,
District of Columbia War Memorial,g28970-d1887124,TheExplorerFamily,40,,,Wander24865512098,1,,
District of Columbia War Memorial,g28970-d1887124,the4taals,50,,,wandap23,1,,
District of Columbia War Memorial,g28970-d1887124,thankful68,40,,,WaltR62,1,,
District of Columbia War Memorial,g28970-d1887124,tbchick2011,30,,,walton127,1,,
District of Columbia War Memorial,g28970-d1887124,SusannaRunner,40,,,Waltj-Seattle,1,,
District of Columbia War Memorial,g28970-d1887124,stonerose5,50,,,WalterR851,1,,
District of Columbia War Memorial,g28970-d1887124,Special_Deluxe,40,,,WalterM754,1,,
District of Columbia War Memorial,g28970-d1887124,Sowellman,50,,,walterf518,1,,
District of Columbia War Memorial,g28970-d1887124,SkilledOne4,50,,,Walter029,1,,
District of Columbia War Memorial,g28970-d1887124,sjhokie,50,,,Walter_Keats,1,,
District of Columbia War Memorial,g28970-d1887124,seans873,50,,,WalleyGog,1,,
District of Columbia War Memorial,g28970-d1887124,SCDad,50,,,walkstx1,1,,
District of Columbia War Memorial,g28970-d1887124,SatyendraGarg,40,,,Walklady,1,,
District of Columbia War Memorial,g28970-d1887124,SarahI487,30,,,walkingteach,1,,
District of Columbia War Memorial,g28970-d1887124,SandySRL,50,,,WalFl,1,,
District of Columbia War Memorial,g28970-d1887124,S3043EBjenniferp,30,,,Walcamper,1,,
District of Columbia War Memorial,g28970-d1887124,runaway2travel,50,,,WajdiAA,1,,
District of Columbia War Memorial,g28970-d1887124,rduinc,40,,,waist32,1,,
District of Columbia War Memorial,g28970-d1887124,quiinc,50,,,wairRwe,1,,
District of Columbia War Memorial,g28970-d1887124,QuickWhitTravel,50,,,WaiPRUSA,1,,
District of Columbia War Memorial,g28970-d1887124,psudino,30,,,WadeandLori,1,,
District of Columbia War Memorial,g28970-d1887124,PrawetJ,30,,,waayback,1,,
District of Columbia War Memorial,g28970-d1887124,OldLineStaters,50,,,w945106,1,,
District of Columbia War Memorial,g28970-d1887124,O6378WFannag,50,,,W9004GIlouised,1,,
District of Columbia War Memorial,g28970-d1887124,nnmercman,40,,,W8LT3R,1,,
District of Columbia War Memorial,g28970-d1887124,Nectarinii,50,,,W8724SNcindyb,1,,
District of Columbia War Memorial,g28970-d1887124,natalie211,40,,,W8419JVkellyb,1,,
District of Columbia War Memorial,g28970-d1887124,MyTwoCents_12,50,,,W8274UWchristopherc,1,,
District of Columbia War Memorial,g28970-d1887124,mynora97,30,,,W8199BDbobl,1,,
District of Columbia War Memorial,g28970-d1887124,mykonj,20,,,W6636YQjessicas,1,,
District of Columbia War Memorial,g28970-d1887124,mwillis2206,30,,,W6464CXjeffm,1,,
District of Columbia War Memorial,g28970-d1887124,MrMurphy05,30,,,W6057QJdavidh,1,,
District of Columbia War Memorial,g28970-d1887124,Molly1215,50,,,W5819PBstevem,1,,
District of Columbia War Memorial,g28970-d1887124,Mfclingan,30,,,W518FLrichardh,1,,
District of Columbia War Memorial,g28970-d1887124,McWett,40,,,W460MSsarab,1,,
District of Columbia War Memorial,g28970-d1887124,mad155,50,,,W3993YKlisad,1,,
District of Columbia War Memorial,g28970-d1887124,LSUTraveller,30,,,W3348TPbenjamins,1,,
District of Columbia War Memorial,g28970-d1887124,LolaGo1,40,,,W3128JSsharong,1,,
District of Columbia War Memorial,g28970-d1887124,LolaGo1,30,,,W2768ADdavidb,1,,
District of Columbia War Memorial,g28970-d1887124,LitoralSul,30,,,W2687PUsuzannew,1,,
District of Columbia War Memorial,g28970-d1887124,LesleyC796,50,,,W2485RDbarbarap,1,,
District of Columbia War Memorial,g28970-d1887124,larryw172,30,,,W2206XLsusana,1,,
District of Columbia War Memorial,g28970-d1887124,lalocadr19,40,,,W1797ILjackied,1,,
District of Columbia War Memorial,g28970-d1887124,KyleF755,50,,,W1323FYantoniot,1,,
District of Columbia War Memorial,g28970-d1887124,KTMKMO,50,,,W1262QZkarenw,1,,
District of Columbia War Memorial,g28970-d1887124,krewerka,30,,,w0rkt0travel,1,,
District of Columbia War Memorial,g28970-d1887124,krazyhardrocker,30,,,vwtgggpvcxer4,1,,
District of Columbia War Memorial,g28970-d1887124,KGB777,30,,,vwhite10,1,,
District of Columbia War Memorial,g28970-d1887124,kenb862,50,,,VWebb,1,,
District of Columbia War Memorial,g28970-d1887124,kayw565,50,,,VWayneSpeedyL,1,,
District of Columbia War Memorial,g28970-d1887124,JohnsonIV,30,,,VVS108,1,,
District of Columbia War Memorial,g28970-d1887124,JimDeBerry,40,,,vvamsh,1,,
District of Columbia War Memorial,g28970-d1887124,jesselodge,50,,,vvadell,1,,
District of Columbia War Memorial,g28970-d1887124,jess290718,30,,,VTJedi,1,,
District of Columbia War Memorial,g28970-d1887124,jeffl499,40,,,vsisnero,1,,
District of Columbia War Memorial,g28970-d1887124,JaroslavNecas,40,,,vsbrown,1,,
District of Columbia War Memorial,g28970-d1887124,jamesgL7397GI,40,,,vsatlvanna,1,,
District of Columbia War Memorial,g28970-d1887124,JackL448,40,,,Vrroni666,1,,
District of Columbia War Memorial,g28970-d1887124,ITRT,40,,,Vroseiam,1,,
District of Columbia War Memorial,g28970-d1887124,Hotelman325,50,,,vprot,1,,
District of Columbia War Memorial,g28970-d1887124,HelenaGuerra,20,,,VPReehl,1,,
District of Columbia War Memorial,g28970-d1887124,GVTravelKing,40,,,vpofpc,1,,
District of Columbia War Memorial,g28970-d1887124,GRWLR51,30,,,VoyceJoyce,1,,
District of Columbia War Memorial,g28970-d1887124,Ginoraidy,50,,,Voyageur544,1,,
District of Columbia War Memorial,g28970-d1887124,Gearhead1960,50,,,Voyager807026,1,,
District of Columbia War Memorial,g28970-d1887124,ga2rwayne,30,,,Voyager39843041273,1,,
District of Columbia War Memorial,g28970-d1887124,FunTravels69,50,,,Voyager0021,1,,
District of Columbia War Memorial,g28970-d1887124,foxsmjr,50,,,VoyageHopper42,1,,
District of Columbia War Memorial,g28970-d1887124,Favored-Piers,30,,,Voyage712377,1,,
District of Columbia War Memorial,g28970-d1887124,emberte2015,40,,,Voyage25499927252,1,,
District of Columbia War Memorial,g28970-d1887124,dvkremk,30,,,VousAllez,1,,
District of Columbia War Memorial,g28970-d1887124,DLM212,40,,,VOnCT,1,,
District of Columbia War Memorial,g28970-d1887124,digitalroc,20,,,Volvodadfast,1,,
District of Columbia War Memorial,g28970-d1887124,DanielHenrysson,30,,,Volunteer82,1,,
District of Columbia War Memorial,g28970-d1887124,CynthiafromOhio2011,50,,,volbabe,1,,
District of Columbia War Memorial,g28970-d1887124,cyburg,30,,,VMtravellers,1,,
District of Columbia War Memorial,g28970-d1887124,coryc635,40,,,VMstereo,1,,
District of Columbia War Memorial,g28970-d1887124,Corbett3000,50,,,vmp1806,1,,
District of Columbia War Memorial,g28970-d1887124,chuckie_css,50,,,VMAC0912,1,,
District of Columbia War Memorial,g28970-d1887124,Chouette222,30,,,vlkm,1,,
District of Columbia War Memorial,g28970-d1887124,ChicadeCabo,50,,,VLKenyon,1,,
District of Columbia War Memorial,g28970-d1887124,cherylannsantore,30,,,vladsuperman2,1,,
District of Columbia War Memorial,g28970-d1887124,CharleySays,50,,,vjkee,1,,
District of Columbia War Memorial,g28970-d1887124,CarolinaNurse323,40,,,vixen015,1,,
District of Columbia War Memorial,g28970-d1887124,CalebJ896,50,,,vivkiik,1,,
District of Columbia War Memorial,g28970-d1887124,brianb566,50,,,vivienosb,1,,
District of Columbia War Memorial,g28970-d1887124,Brend482,30,,,ViviCharlotte_NC_USA,1,,
District of Columbia War Memorial,g28970-d1887124,BradJill,30,,,vivavino,1,,
District of Columbia War Memorial,g28970-d1887124,BoilerMakerBob,40,,,VisitorDC,1,,
District of Columbia War Memorial,g28970-d1887124,Avalon-Shiranui,40,,,Visitor5000,1,,
District of Columbia War Memorial,g28970-d1887124,arjunpatel1210,30,,,Visitor1999,1,,
District of Columbia War Memorial,g28970-d1887124,apdemas,40,,,Visitor_from_Athens,1,,
District of Columbia War Memorial,g28970-d1887124,aorton,40,,,visitall50,1,,
District of Columbia War Memorial,g28970-d1887124,Anthony-Susan,20,,,vishalv192,1,,
District of Columbia War Memorial,g28970-d1887124,amanda42,30,,,Virytas,1,,
District of Columbia War Memorial,g28970-d1887124,alexandrina55,40,,,virginiawriter,1,,
District of Columbia War Memorial,g28970-d1887124,AJF890,40,,,VirginiaVille,1,,
District of Columbia War Memorial,g28970-d1887124,ajenma,50,,,VirginiaTravelersrus,1,,
District of Columbia War Memorial,g28970-d1887124,Aireey,40,,,Virginiatravel1,1,,
District of Columbia War Memorial,g28970-d1887124,955PaulJ,30,,,VirginiaT123,1,,
District of Columbia War Memorial,g28970-d1887124,873AmyB873,40,,,VirginiaS2105,1,,
District of Columbia War Memorial,g28970-d1887124,804JimB804,30,,,VirginiaPatriot,1,,
District of Columbia War Memorial,g28970-d1887124,69-Mach1-lvr,30,,,VirginiaN192,1,,
District of Columbia War Memorial,g28970-d1887124,656turners,50,,,virginiam197,1,,
District of Columbia War Memorial,g28970-d1887124,546bruceh,40,,,virginiahome64,1,,
District of Columbia War Memorial,g28970-d1887124,416kathyh,30,,,virginiagamer,1,,
District of Columbia War Memorial,g28970-d1887124,305KMD,40,,,virginiaa380,1,,
District Winery,g28970-d13971432,WashDCTravelGuy,50,,,virginia33,1,,
District Winery,g28970-d13971432,Twinbrook60,50,,,vireeb,1,,
District Winery,g28970-d13971432,tripdokta,50,,,vinyl45s,1,,
District Winery,g28970-d13971432,TheWkndWarrior,40,,,Vinnygret,1,,
District Winery,g28970-d13971432,TaraDavidColumbia_MD,50,,,vinniek990,1,,
District Winery,g28970-d13971432,Shibs_12,50,,,vincohio,1,,
District Winery,g28970-d13971432,SanClemenRAM,40,,,VincenzDN,1,,
District Winery,g28970-d13971432,RonFG,50,,,Vince123abc,1,,
District Winery,g28970-d13971432,rokkap,40,,,vimmes,1,,
District Winery,g28970-d13971432,RJames1950,50,,,vimapo,1,,
District Winery,g28970-d13971432,rgstrip,50,,,vilmaz,1,,
District Winery,g28970-d13971432,RenaudGeorges,50,,,Villagesre,1,,
District Winery,g28970-d13971432,radx4,50,,,vilachil2,1,,
District Winery,g28970-d13971432,plmartin22,40,,,VikkiBee,1,,
District Winery,g28970-d13971432,pilardixon,50,,,VikingVikingViking,1,,
District Winery,g28970-d13971432,Luv2bhome,50,,,VijayMallesh,1,,
District Winery,g28970-d13971432,karls882,50,,,Vidyap,1,,
District Winery,g28970-d13971432,jessicahN7874IL,50,,,vidulichm,1,,
District Winery,g28970-d13971432,Hooparena,50,,,Videographer87,1,,
District Winery,g28970-d13971432,fabjohn,10,,,victowood,1,,
District Winery,g28970-d13971432,danielmC4907VA,50,,,Victort872,1,,
District Winery,g28970-d13971432,barbaracU7582IU,50,,,victorpL2819CJ,1,,
District Winery,g28970-d13971432,austing536,40,,,victork434,1,,
District Winery,g28970-d13971432,AlexandreaJG2018,50,,,VictoriouSecret,1,,
District Winery,g28970-d13971432,429alanap,50,,,Victorious_Vi,1,,
Don Ciccio & Figli,g28970-d15581900,themac3s,50,,,victoriap635,1,,
Don Ciccio & Figli,g28970-d15581900,RussellJW,50,,,VictoriaP630,1,,
Don Ciccio & Figli,g28970-d15581900,AngeloS160,50,,,victoriap153,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,Tourist803811,40,,,victoriakC2675TU,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,SteveRainville99,40,,,Victoria_Alava,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,sculler-in-charge,50,,,VictorDragono,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,scottmL7482YF,30,,,vickywashereagain,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,ronaldb416,50,,,vickyp600,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,QuickWhitTravel,40,,,VickisTrips,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,PrawetJ,40,,,vickin343,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,phutty,50,,,vickih498,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,ParisaN68,40,,,vickies433,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,momoboys_12,50,,,Vickiei_12,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,MezzyMez,30,,,VickieH543,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,McJacks,50,,,VickiC536,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,LolaGo1,50,,,VickiC030,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,KentheEnchanter,50,,,vickibme1960,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,JS1418,50,,,Vickib114,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,JimDeBerry,50,,,vichy,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,HelenaGuerra,50,,,VicEdee,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,H5152PVrobertd,50,,,vicc2017,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,gaganojha,50,,,viatalium,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,dclady27,50,,,Viaggiante,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,davidaB9494EC,50,,,Vhillis,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,car0344,50,,,Vhern,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,BradJill,40,,,vhale1955,1,,
Donald W. Reynolds Center for American Art and Portraiture,g28970-d615592,BigTA,50,,,VHadden,1,,
Dumbarton House,g28970-d532239,W7083YEbrians,30,,,Vgrabon1,1,,
Dumbarton House,g28970-d532239,ValleyLB,40,,,veus55,1,,
Dumbarton House,g28970-d532239,SyrinxSounds,30,,,VETTRAN,1,,
Dumbarton House,g28970-d532239,SallyL783,40,,,vettore,1,,
Dumbarton House,g28970-d532239,salex19,50,,,VetteGuyDC,1,,
Dumbarton House,g28970-d532239,RobertTheRed,30,,,Vette69_13,1,,
Dumbarton House,g28970-d532239,rdjatmn,30,,,Vethomwise,1,,
Dumbarton House,g28970-d532239,RayGCincinnati_OH,20,,,Veteran101st,1,,
Dumbarton House,g28970-d532239,rachelkutik,40,,,verrine,1,,
Dumbarton House,g28970-d532239,PrawetJ,30,,,Verotchka,1,,
Dumbarton House,g28970-d532239,Pnemiller,40,,,veroniquej115,1,,
Dumbarton House,g28970-d532239,PidgeonBite,40,,,VeronicaL224,1,,
Dumbarton House,g28970-d532239,patriciasowers,50,,,VeronicaB653,1,,
Dumbarton House,g28970-d532239,October141066,20,,,veronak,1,,
Dumbarton House,g28970-d532239,nderiley,30,,,VermonteronVacation,1,,
Dumbarton House,g28970-d532239,Mike_E_M44,40,,,verityLeeds,1,,
Dumbarton House,g28970-d532239,MackSandy,40,,,VeritasV,1,,
Dumbarton House,g28970-d532239,LNLew,30,,,verdisu,1,,
Dumbarton House,g28970-d532239,LizardJ123,30,,,Verda80,1,,
Dumbarton House,g28970-d532239,Lfferg,40,,,VerbBatonRouge,1,,
Dumbarton House,g28970-d532239,LaurenB960,30,,,venusd2017,1,,
Dumbarton House,g28970-d532239,kgpena,50,,,Venusalberta33,1,,
