activity,activityID,userID,rating,date
LBJ Presidential Library,g30196-d145840,eugw2013,40,May 2019
LBJ Presidential Library,g30196-d145840,MichaelTheWanderer,50,May 2019
LBJ Presidential Library,g30196-d145840,emilygjohnson,50,May 2019
LBJ Presidential Library,g30196-d145840,115jaym,50,May 2019
LBJ Presidential Library,g30196-d145840,NancyK61,40,May 2019
LBJ Presidential Library,g30196-d145840,tripree,30,May 2019
LBJ Presidential Library,g30196-d145840,kimgaylord220,50,May 2019
LBJ Presidential Library,g30196-d145840,430sheilar,50,May 2019
LBJ Presidential Library,g30196-d145840,NCcatpeople,50,May 2019
LBJ Presidential Library,g30196-d145840,lanet,50,May 2019
LBJ Presidential Library,g30196-d145840,685jacksonm,50,May 2019
LBJ Presidential Library,g30196-d145840,asIII41003,50,May 2019
LBJ Presidential Library,g30196-d145840,376treyg,30,May 2019
LBJ Presidential Library,g30196-d145840,Zedbob75,40,May 2019
LBJ Presidential Library,g30196-d145840,334brianl,50,May 2019
LBJ Presidential Library,g30196-d145840,flsd101,50,May 2019
LBJ Presidential Library,g30196-d145840,C5859MRjohnr,50,May 2019
LBJ Presidential Library,g30196-d145840,alphawolfie,50,May 2019
LBJ Presidential Library,g30196-d145840,Kim23434,50,May 2019
LBJ Presidential Library,g30196-d145840,lloydinae,50,May 2019
LBJ Presidential Library,g30196-d145840,wocaplel,40,May 2019
LBJ Presidential Library,g30196-d145840,dianew166,40,May 2019
LBJ Presidential Library,g30196-d145840,689Scott,50,May 2019
LBJ Presidential Library,g30196-d145840,1219Robin,30,May 2019
LBJ Presidential Library,g30196-d145840,Runningoap,50,May 2019
LBJ Presidential Library,g30196-d145840,tommZ4975PV,50,May 2019
LBJ Presidential Library,g30196-d145840,Q5336BCjamest,50,May 2019
LBJ Presidential Library,g30196-d145840,AlabamaTravelers,50,May 2019
LBJ Presidential Library,g30196-d145840,haghighat2018,50,May 2019
LBJ Presidential Library,g30196-d145840,786walterr,40,May 2019
LBJ Presidential Library,g30196-d145840,dontrapper,50,May 2019
LBJ Presidential Library,g30196-d145840,karebyA,40,May 2019
LBJ Presidential Library,g30196-d145840,Running34770,50,May 2019
LBJ Presidential Library,g30196-d145840,lisahZ6419GX,50,May 2019
LBJ Presidential Library,g30196-d145840,brietzke,50,May 2019
LBJ Presidential Library,g30196-d145840,740rosej,40,May 2019
LBJ Presidential Library,g30196-d145840,GFKelly,50,May 2019
LBJ Presidential Library,g30196-d145840,IndySwimRun,50,May 2019
LBJ Presidential Library,g30196-d145840,Aurora_Guy,50,May 2019
LBJ Presidential Library,g30196-d145840,Jeffs623a,40,May 2019
LBJ Presidential Library,g30196-d145840,punnchdrunnk,50,May 2019
LBJ Presidential Library,g30196-d145840,safergus,40,May 2019
LBJ Presidential Library,g30196-d145840,DesigningWoman13,40,Apr 2019
LBJ Presidential Library,g30196-d145840,V8091SKdebbiel,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Jeff_B_Dport,40,Apr 2019
LBJ Presidential Library,g30196-d145840,sandyandmarke,50,Apr 2019
LBJ Presidential Library,g30196-d145840,pattig673,40,Apr 2019
LBJ Presidential Library,g30196-d145840,Farrenjw,40,Apr 2019
LBJ Presidential Library,g30196-d145840,noodlehouser,50,Apr 2019
LBJ Presidential Library,g30196-d145840,K5409UGbarryb,50,Apr 2019
LBJ Presidential Library,g30196-d145840,harryd63,50,Apr 2019
LBJ Presidential Library,g30196-d145840,christam735,50,Apr 2019
LBJ Presidential Library,g30196-d145840,maureenliebenson,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Joefmgreen,50,Apr 2019
LBJ Presidential Library,g30196-d145840,MaryM272,50,Apr 2019
LBJ Presidential Library,g30196-d145840,littleredeft,30,Apr 2019
LBJ Presidential Library,g30196-d145840,nativesanfranciscans,40,Apr 2019
LBJ Presidential Library,g30196-d145840,dianeq745,50,Apr 2019
LBJ Presidential Library,g30196-d145840,loisa49,40,Apr 2019
LBJ Presidential Library,g30196-d145840,w945106,50,Apr 2019
LBJ Presidential Library,g30196-d145840,CtheSea,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Denver_Lass,40,Apr 2019
LBJ Presidential Library,g30196-d145840,232HollyW,50,Apr 2019
LBJ Presidential Library,g30196-d145840,A-Per78,40,Apr 2019
LBJ Presidential Library,g30196-d145840,B_Katherine17,50,Apr 2019
LBJ Presidential Library,g30196-d145840,susanj290,50,Apr 2019
LBJ Presidential Library,g30196-d145840,marylA5237CN,50,Apr 2019
LBJ Presidential Library,g30196-d145840,MarMoeReit,50,Apr 2019
LBJ Presidential Library,g30196-d145840,JLCNWO,50,Apr 2019
LBJ Presidential Library,g30196-d145840,PeterHillsLewes,50,Apr 2019
LBJ Presidential Library,g30196-d145840,cdk95,50,Apr 2019
LBJ Presidential Library,g30196-d145840,204nancys,40,Apr 2019
LBJ Presidential Library,g30196-d145840,GrandmaCatherine,30,Apr 2019
LBJ Presidential Library,g30196-d145840,Shrimp_are_very_rich,50,Apr 2019
LBJ Presidential Library,g30196-d145840,MelodyB384,10,Apr 2019
LBJ Presidential Library,g30196-d145840,ScottE300,40,Apr 2019
LBJ Presidential Library,g30196-d145840,TravelTrooper1026,50,Apr 2019
LBJ Presidential Library,g30196-d145840,morsborn,50,Apr 2019
LBJ Presidential Library,g30196-d145840,MaryEli666,50,Apr 2019
LBJ Presidential Library,g30196-d145840,palomino62,40,Apr 2019
LBJ Presidential Library,g30196-d145840,JuezJoe,50,Apr 2019
LBJ Presidential Library,g30196-d145840,TrishaMD,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Maphal,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Calgrove,50,Apr 2019
LBJ Presidential Library,g30196-d145840,Trd1017,50,Apr 2019
LBJ Presidential Library,g30196-d145840,The_Flying_Chef,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Soul_Encounters,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Davigeta,50,Mar 2019
LBJ Presidential Library,g30196-d145840,kacclt,40,Mar 2019
LBJ Presidential Library,g30196-d145840,susiesnoflake,50,Mar 2019
LBJ Presidential Library,g30196-d145840,markwI8128ET,50,Mar 2019
LBJ Presidential Library,g30196-d145840,U2733TEalans,50,Mar 2019
LBJ Presidential Library,g30196-d145840,baywanderer,50,Mar 2019
LBJ Presidential Library,g30196-d145840,sboheme09,50,Mar 2019
LBJ Presidential Library,g30196-d145840,TexasGrannieJ,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Onthego1950,50,Mar 2019
LBJ Presidential Library,g30196-d145840,glencoetraveler,50,Mar 2019
LBJ Presidential Library,g30196-d145840,bjornesbror,40,Mar 2019
LBJ Presidential Library,g30196-d145840,markrT7685WG,50,Mar 2019
LBJ Presidential Library,g30196-d145840,ERColr,40,Mar 2019
LBJ Presidential Library,g30196-d145840,pjwhite2014,50,Mar 2019
LBJ Presidential Library,g30196-d145840,JDM111,50,Mar 2019
LBJ Presidential Library,g30196-d145840,nh7,10,Mar 2019
LBJ Presidential Library,g30196-d145840,351ronw,50,Mar 2019
LBJ Presidential Library,g30196-d145840,richardsR7738QT,50,Mar 2019
LBJ Presidential Library,g30196-d145840,CarolDeland,40,Mar 2019
LBJ Presidential Library,g30196-d145840,loveinautumn,40,Mar 2019
LBJ Presidential Library,g30196-d145840,Spaintravell14,40,Mar 2019
LBJ Presidential Library,g30196-d145840,431jacp,50,Mar 2019
LBJ Presidential Library,g30196-d145840,joshandjenna117,40,Mar 2019
LBJ Presidential Library,g30196-d145840,macymooChicago,40,Mar 2019
LBJ Presidential Library,g30196-d145840,MrH0bbes,50,Mar 2019
LBJ Presidential Library,g30196-d145840,DianaHoyt,50,Mar 2019
LBJ Presidential Library,g30196-d145840,247timd,50,Mar 2019
LBJ Presidential Library,g30196-d145840,bookworm101,50,Mar 2019
LBJ Presidential Library,g30196-d145840,KosherAndGlutenFree,50,Mar 2019
LBJ Presidential Library,g30196-d145840,texastravels4,50,Mar 2019
LBJ Presidential Library,g30196-d145840,weffley,50,Mar 2019
LBJ Presidential Library,g30196-d145840,neenee561,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Fabulousoffenham,50,Mar 2019
LBJ Presidential Library,g30196-d145840,X403DJjamesh,40,Mar 2019
LBJ Presidential Library,g30196-d145840,AndrewT92,40,Mar 2019
LBJ Presidential Library,g30196-d145840,gailmI336SB,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Anna_Maria39_11,50,Mar 2019
LBJ Presidential Library,g30196-d145840,michaelmB5332CE,50,Mar 2019
LBJ Presidential Library,g30196-d145840,AustinGreta,50,Mar 2019
LBJ Presidential Library,g30196-d145840,Kaley_Daniel,50,Mar 2019
LBJ Presidential Library,g30196-d145840,kryst687,50,Mar 2019
LBJ Presidential Library,g30196-d145840,sc52017,50,Mar 2019
LBJ Presidential Library,g30196-d145840,JeriM,50,Mar 2019
LBJ Presidential Library,g30196-d145840,42wanderer,50,Feb 2019
LBJ Presidential Library,g30196-d145840,Jamesgf2016,50,Feb 2019
LBJ Presidential Library,g30196-d145840,bobmN7620QQ,40,Feb 2019
LBJ Presidential Library,g30196-d145840,apersistent1,40,Feb 2019
LBJ Presidential Library,g30196-d145840,OutsidePlease,40,Feb 2019
LBJ Presidential Library,g30196-d145840,carolynphinney,50,Feb 2019
LBJ Presidential Library,g30196-d145840,FidelmaMcMorrow,40,Feb 2019
LBJ Presidential Library,g30196-d145840,ngreenidge26,50,Feb 2019
LBJ Presidential Library,g30196-d145840,nikithepainter,40,Feb 2019
LBJ Presidential Library,g30196-d145840,andyj373,50,Feb 2019
LBJ Presidential Library,g30196-d145840,lisalisala,50,Feb 2019
LBJ Presidential Library,g30196-d145840,dianebQ5995ZE,50,Feb 2019
LBJ Presidential Library,g30196-d145840,394LoriK394,50,Feb 2019
LBJ Presidential Library,g30196-d145840,SheTheNorth,50,Feb 2019
LBJ Presidential Library,g30196-d145840,JoyceG883,50,Feb 2019
LBJ Presidential Library,g30196-d145840,nomadicwomyn,50,Feb 2019
LBJ Presidential Library,g30196-d145840,a-barracuda,30,Feb 2019
LBJ Presidential Library,g30196-d145840,caresaw2018,50,Feb 2019
LBJ Presidential Library,g30196-d145840,8ric,50,Feb 2019
LBJ Presidential Library,g30196-d145840,JaneLewis27,50,Feb 2019
LBJ Presidential Library,g30196-d145840,1stHA_Mercer,40,Feb 2019
LBJ Presidential Library,g30196-d145840,maapar,40,Feb 2019
LBJ Presidential Library,g30196-d145840,RAC9295,50,Feb 2019
LBJ Presidential Library,g30196-d145840,ADXBS,40,Feb 2019
LBJ Presidential Library,g30196-d145840,ConfederateMike,50,Feb 2019
LBJ Presidential Library,g30196-d145840,MarthaLovesTravel,50,Feb 2019
LBJ Presidential Library,g30196-d145840,jws359,40,Feb 2019
LBJ Presidential Library,g30196-d145840,suea501,50,Feb 2019
LBJ Presidential Library,g30196-d145840,francesm462,50,Feb 2019
LBJ Presidential Library,g30196-d145840,353patrica,50,Feb 2019
LBJ Presidential Library,g30196-d145840,richardlB7576GM,50,Feb 2019
LBJ Presidential Library,g30196-d145840,366Karen,50,Feb 2019
LBJ Presidential Library,g30196-d145840,grahamb771,50,Feb 2019
LBJ Presidential Library,g30196-d145840,cazz75,50,Feb 2019
LBJ Presidential Library,g30196-d145840,Charmsfather,50,Feb 2019
LBJ Presidential Library,g30196-d145840,_jhicks3230,50,Feb 2019
LBJ Presidential Library,g30196-d145840,Mimi5620,50,Feb 2019
LBJ Presidential Library,g30196-d145840,bradh554,40,Feb 2019
LBJ Presidential Library,g30196-d145840,WarrenC696,50,Jan 2019
LBJ Presidential Library,g30196-d145840,wtgbland,50,Jan 2019
LBJ Presidential Library,g30196-d145840,surfingfamily23,50,Jan 2019
LBJ Presidential Library,g30196-d145840,Tarbooshchristophine,50,Jan 2019
LBJ Presidential Library,g30196-d145840,luvplayacar,50,Jan 2019
LBJ Presidential Library,g30196-d145840,SiddhantPatil5,50,Jan 2019
LBJ Presidential Library,g30196-d145840,Purl,50,Jan 2019
LBJ Presidential Library,g30196-d145840,ServiceDog2014,50,Jan 2019
LBJ Presidential Library,g30196-d145840,huia,40,Dec 2018
LBJ Presidential Library,g30196-d145840,panpanda,50,Dec 2018
LBJ Presidential Library,g30196-d145840,SeverusAlexander,50,Dec 2018
LBJ Presidential Library,g30196-d145840,alanl24,50,Dec 2018
LBJ Presidential Library,g30196-d145840,StuCom,50,Dec 2018
LBJ Presidential Library,g30196-d145840,brendar292,50,Dec 2018
LBJ Presidential Library,g30196-d145840,perry2500,50,Dec 2018
LBJ Presidential Library,g30196-d145840,pcyork,50,Dec 2018
LBJ Presidential Library,g30196-d145840,Q9233XM,40,Dec 2018
LBJ Presidential Library,g30196-d145840,KEITH10,50,Dec 2018
LBJ Presidential Library,g30196-d145840,jamie2561,40,Dec 2018
LBJ Presidential Library,g30196-d145840,76alberth,50,Dec 2018
LBJ Presidential Library,g30196-d145840,Laurence_B_Jacobs,50,Dec 2018
LBJ Presidential Library,g30196-d145840,pageturner2017,40,Dec 2018
LBJ Presidential Library,g30196-d145840,LydiaLarkin,40,Dec 2018
LBJ Presidential Library,g30196-d145840,unicorn3,40,Dec 2018
LBJ Presidential Library,g30196-d145840,474MargaretS,50,Dec 2018
LBJ Presidential Library,g30196-d145840,paulcQ814OV,50,Dec 2018
LBJ Presidential Library,g30196-d145840,Brando62,50,Dec 2018
LBJ Presidential Library,g30196-d145840,rvvicens,40,Nov 2018
LBJ Presidential Library,g30196-d145840,576DanielleS,50,Nov 2018
LBJ Presidential Library,g30196-d145840,MissusB1965,50,Nov 2018
LBJ Presidential Library,g30196-d145840,AlP054,50,Nov 2018
LBJ Presidential Library,g30196-d145840,901rickb,50,Nov 2018
LBJ Presidential Library,g30196-d145840,569archanaw,50,Nov 2018
LBJ Presidential Library,g30196-d145840,MsSylviaM,30,Nov 2018
LBJ Presidential Library,g30196-d145840,ETWhe,50,Nov 2018
LBJ Presidential Library,g30196-d145840,AbrahamLincolnCPA,50,Nov 2018
LBJ Presidential Library,g30196-d145840,jcoblentz,50,Nov 2018
LBJ Presidential Library,g30196-d145840,GeeJAre,50,Nov 2018
LBJ Presidential Library,g30196-d145840,carlv890,40,Nov 2018
LBJ Presidential Library,g30196-d145840,tracysE3720HS,50,Nov 2018
LBJ Presidential Library,g30196-d145840,734norbertk,50,Nov 2018
LBJ Presidential Library,g30196-d145840,Renanzel,50,Nov 2018
LBJ Presidential Library,g30196-d145840,P7812BSkatherineh,50,Nov 2018
LBJ Presidential Library,g30196-d145840,DallasJeffA,40,Nov 2018
LBJ Presidential Library,g30196-d145840,maxpaste,50,Nov 2018
LBJ Presidential Library,g30196-d145840,496stanv,50,Nov 2018
LBJ Presidential Library,g30196-d145840,na07950,40,Nov 2018
LBJ Presidential Library,g30196-d145840,mgbritt26fox,50,Nov 2018
LBJ Presidential Library,g30196-d145840,edm1887,50,Nov 2018
LBJ Presidential Library,g30196-d145840,tman4lom,50,Nov 2018
LBJ Presidential Library,g30196-d145840,493th,40,Nov 2018
LBJ Presidential Library,g30196-d145840,prbohall,50,Nov 2018
LBJ Presidential Library,g30196-d145840,111familyman111,50,Nov 2018
LBJ Presidential Library,g30196-d145840,willemijni,50,Nov 2018
LBJ Presidential Library,g30196-d145840,Jcarioti,40,Nov 2018
LBJ Presidential Library,g30196-d145840,lggg70,50,Nov 2018
LBJ Presidential Library,g30196-d145840,samanthandtravismom,50,Nov 2018
LBJ Presidential Library,g30196-d145840,worldtraveler1951-11,50,Nov 2018
LBJ Presidential Library,g30196-d145840,577ellier,50,Nov 2018
LBJ Presidential Library,g30196-d145840,KayinKy,50,Nov 2018
LBJ Presidential Library,g30196-d145840,766ronaldb,50,Oct 2018
LBJ Presidential Library,g30196-d145840,Audree10,50,Oct 2018
LBJ Presidential Library,g30196-d145840,Nated2519,50,Oct 2018
LBJ Presidential Library,g30196-d145840,Speechify,40,Oct 2018
LBJ Presidential Library,g30196-d145840,lkchome,50,Oct 2018
LBJ Presidential Library,g30196-d145840,GlobetrotterNYC212,50,Oct 2018
LBJ Presidential Library,g30196-d145840,marilyns634,50,Oct 2018
LBJ Presidential Library,g30196-d145840,davidtI6638MZ,50,Oct 2018
LBJ Presidential Library,g30196-d145840,MapleLeafGirl123,40,Oct 2018
LBJ Presidential Library,g30196-d145840,jjannuke,50,Oct 2018
LBJ Presidential Library,g30196-d145840,LadyBugLG,50,Oct 2018
LBJ Presidential Library,g30196-d145840,JCitytraveler701,50,Oct 2018
LBJ Presidential Library,g30196-d145840,463guyp,40,Oct 2018
LBJ Presidential Library,g30196-d145840,373katyh,50,Oct 2018
LBJ Presidential Library,g30196-d145840,SadieInAustin,50,Oct 2018
LBJ Presidential Library,g30196-d145840,244JanetL244,50,Oct 2018
LBJ Presidential Library,g30196-d145840,fnm75,50,Oct 2018
LBJ Presidential Library,g30196-d145840,BeastiePV,40,Oct 2018
LBJ Presidential Library,g30196-d145840,KKSkeeles,50,Oct 2018
LBJ Presidential Library,g30196-d145840,S1464SGkellyw,50,Oct 2018
LBJ Presidential Library,g30196-d145840,kathleenwW202MZ,30,Oct 2018
LBJ Presidential Library,g30196-d145840,toddcT4088LL,50,Oct 2018
LBJ Presidential Library,g30196-d145840,Danny_1957,40,Oct 2018
LBJ Presidential Library,g30196-d145840,motownmona,50,Oct 2018
LBJ Presidential Library,g30196-d145840,394margyb,50,Oct 2018
LBJ Presidential Library,g30196-d145840,psr1220,50,Oct 2018
LBJ Presidential Library,g30196-d145840,SaintHelenaCAUSAGhb,50,Oct 2018
LBJ Presidential Library,g30196-d145840,acK4559SP,50,Oct 2018
LBJ Presidential Library,g30196-d145840,RayNYC9,50,Oct 2018
LBJ Presidential Library,g30196-d145840,BayamonCedarPark_TX,50,Oct 2018
LBJ Presidential Library,g30196-d145840,Barnycanbill,40,Oct 2018
LBJ Presidential Library,g30196-d145840,301bobc,40,Oct 2018
LBJ Presidential Library,g30196-d145840,PopcornGirl,50,Oct 2018
LBJ Presidential Library,g30196-d145840,ehbluzerne,50,Oct 2018
LBJ Presidential Library,g30196-d145840,BeaumontSteve,50,Oct 2018
LBJ Presidential Library,g30196-d145840,badflamingo,50,Oct 2018
LBJ Presidential Library,g30196-d145840,LKT52,50,Oct 2018
LBJ Presidential Library,g30196-d145840,lesliebauman,50,Oct 2018
LBJ Presidential Library,g30196-d145840,callmeyourgrace,50,Oct 2018
LBJ Presidential Library,g30196-d145840,932dalew,50,Oct 2018
LBJ Presidential Library,g30196-d145840,SidiqArif,40,Sep 2018
LBJ Presidential Library,g30196-d145840,SkypeDaddy,50,Sep 2018
LBJ Presidential Library,g30196-d145840,48MichaelD,50,Sep 2018
LBJ Presidential Library,g30196-d145840,MichaelF8968,50,Sep 2018
LBJ Presidential Library,g30196-d145840,nancyw256,50,Sep 2018
LBJ Presidential Library,g30196-d145840,I1415DAsusand,50,Sep 2018
LBJ Presidential Library,g30196-d145840,thetartanview,40,Sep 2018
LBJ Presidential Library,g30196-d145840,angelaf847,50,Sep 2018
LBJ Presidential Library,g30196-d145840,thomasharvan,40,Sep 2018
LBJ Presidential Library,g30196-d145840,Attea146,50,Sep 2018
LBJ Presidential Library,g30196-d145840,Foodiespy99,50,Sep 2018
LBJ Presidential Library,g30196-d145840,507marilynh,40,Sep 2018
LBJ Presidential Library,g30196-d145840,HappyExplorer7752014,50,Sep 2018
LBJ Presidential Library,g30196-d145840,NDeniseS,50,Sep 2018
LBJ Presidential Library,g30196-d145840,kohkoh,50,Sep 2018
LBJ Presidential Library,g30196-d145840,SusanS6525,50,Sep 2018
LBJ Presidential Library,g30196-d145840,F2541TUpaulm,40,Sep 2018
LBJ Presidential Library,g30196-d145840,seven_done,50,Sep 2018
LBJ Presidential Library,g30196-d145840,531cherylg,50,Sep 2018
LBJ Presidential Library,g30196-d145840,SB1114,50,Sep 2018
LBJ Presidential Library,g30196-d145840,robbertl124,50,Sep 2018
LBJ Presidential Library,g30196-d145840,LoveNepal72,50,Sep 2018
LBJ Presidential Library,g30196-d145840,michaelkV8097BQ,50,Sep 2018
LBJ Presidential Library,g30196-d145840,sayohat,50,Sep 2018
LBJ Presidential Library,g30196-d145840,DocCP,50,Sep 2018
LBJ Presidential Library,g30196-d145840,jbwilkins,50,Sep 2018
LBJ Presidential Library,g30196-d145840,835greggb,50,Sep 2018
LBJ Presidential Library,g30196-d145840,rtnw,50,Sep 2018
LBJ Presidential Library,g30196-d145840,marksO6938YP,50,Sep 2018
LBJ Presidential Library,g30196-d145840,Photogs123,40,Sep 2018
LBJ Presidential Library,g30196-d145840,deborahcorbin,50,Sep 2018
LBJ Presidential Library,g30196-d145840,joseLuis_a_d,50,Sep 2018
LBJ Presidential Library,g30196-d145840,V3888EMfionad,50,Sep 2018
LBJ Presidential Library,g30196-d145840,548phyllisc,50,Sep 2018
LBJ Presidential Library,g30196-d145840,Pokercara,50,Sep 2018
LBJ Presidential Library,g30196-d145840,AgathaBickle,40,Aug 2018
LBJ Presidential Library,g30196-d145840,five4travel,40,Aug 2018
LBJ Presidential Library,g30196-d145840,curtisf455,50,Aug 2018
LBJ Presidential Library,g30196-d145840,Horsey13,50,Aug 2018
LBJ Presidential Library,g30196-d145840,KateN661,50,Aug 2018
LBJ Presidential Library,g30196-d145840,Traveleator,50,Aug 2018
LBJ Presidential Library,g30196-d145840,DreamTraveler365,30,Aug 2018
LBJ Presidential Library,g30196-d145840,dvcguy,50,Aug 2018
LBJ Presidential Library,g30196-d145840,scampanozzi,30,Aug 2018
LBJ Presidential Library,g30196-d145840,JAGJr28,50,Aug 2018
LBJ Presidential Library,g30196-d145840,sheilawbuss,50,Aug 2018
LBJ Presidential Library,g30196-d145840,K8lyn-L,40,Aug 2018
LBJ Presidential Library,g30196-d145840,tstraw,50,Aug 2018
LBJ Presidential Library,g30196-d145840,mylabsryellow,50,Aug 2018
LBJ Presidential Library,g30196-d145840,tammyc304,50,Aug 2018
LBJ Presidential Library,g30196-d145840,365giannad,50,Aug 2018
LBJ Presidential Library,g30196-d145840,rajah1993,50,Aug 2018
LBJ Presidential Library,g30196-d145840,joslynm234,50,Aug 2018
LBJ Presidential Library,g30196-d145840,T7856QZmichaelr,50,Aug 2018
LBJ Presidential Library,g30196-d145840,greggE8404XT,50,Aug 2018
LBJ Presidential Library,g30196-d145840,BLtrvl,50,Aug 2018
LBJ Presidential Library,g30196-d145840,JStatler71,40,Aug 2018
LBJ Presidential Library,g30196-d145840,H3468QWmichellea,50,Aug 2018
LBJ Presidential Library,g30196-d145840,DavidH16550,50,Aug 2018
LBJ Presidential Library,g30196-d145840,abochey,50,Aug 2018
LBJ Presidential Library,g30196-d145840,JohnOmaha_Nebraska,40,Aug 2018
LBJ Presidential Library,g30196-d145840,rochelleg529,40,Aug 2018
LBJ Presidential Library,g30196-d145840,janef147,50,Aug 2018
LBJ Presidential Library,g30196-d145840,R5567PDandym,50,Aug 2018
LBJ Presidential Library,g30196-d145840,jamescH1776RN,50,Aug 2018
LBJ Presidential Library,g30196-d145840,chrisoulak565,50,Aug 2018
LBJ Presidential Library,g30196-d145840,BhadraKali2015,50,Aug 2018
LBJ Presidential Library,g30196-d145840,dianepB7262VQ,50,Aug 2018
LBJ Presidential Library,g30196-d145840,A4401ZDannah,50,Aug 2018
LBJ Presidential Library,g30196-d145840,T5982TPkimk,50,Aug 2018
LBJ Presidential Library,g30196-d145840,Y9218SOclairew,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Cruiser59,50,Jul 2018
LBJ Presidential Library,g30196-d145840,DianeF176,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Joan1221,50,Jul 2018
LBJ Presidential Library,g30196-d145840,GreenMtVT,50,Jul 2018
LBJ Presidential Library,g30196-d145840,thecassyput,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Xalandri1,50,Jul 2018
LBJ Presidential Library,g30196-d145840,caw18,40,Jul 2018
LBJ Presidential Library,g30196-d145840,pdashnaw,50,Jul 2018
LBJ Presidential Library,g30196-d145840,595heatherk,50,Jul 2018
LBJ Presidential Library,g30196-d145840,estuite,50,Jul 2018
LBJ Presidential Library,g30196-d145840,blasasso,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Becky8910,50,Jul 2018
LBJ Presidential Library,g30196-d145840,ramicha,50,Jul 2018
LBJ Presidential Library,g30196-d145840,lonij913,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Rbb599,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Tex18,40,Jul 2018
LBJ Presidential Library,g30196-d145840,Parisgirl52,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Miller32746,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Octorafest,40,Jul 2018
LBJ Presidential Library,g30196-d145840,Richard9H,40,Jul 2018
LBJ Presidential Library,g30196-d145840,G1395KTjohnn,50,Jul 2018
LBJ Presidential Library,g30196-d145840,frankrobin730,50,Jul 2018
LBJ Presidential Library,g30196-d145840,LParnell,50,Jul 2018
LBJ Presidential Library,g30196-d145840,StefanieH443,50,Jul 2018
LBJ Presidential Library,g30196-d145840,SuzieFA,40,Jul 2018
LBJ Presidential Library,g30196-d145840,jbagwell_2000,50,Jul 2018
LBJ Presidential Library,g30196-d145840,adventurera22,50,Jul 2018
LBJ Presidential Library,g30196-d145840,kiki10,50,Jul 2018
LBJ Presidential Library,g30196-d145840,cmassie22,50,Jul 2018
LBJ Presidential Library,g30196-d145840,Saimonara,50,Jul 2018
LBJ Presidential Library,g30196-d145840,531madelinem,50,Jul 2018
LBJ Presidential Library,g30196-d145840,msaenz60,50,Jul 2018
LBJ Presidential Library,g30196-d145840,315kaleighd,50,Jul 2018
LBJ Presidential Library,g30196-d145840,D2031EQmarkf,40,Jun 2018
LBJ Presidential Library,g30196-d145840,Traveldawg2,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Cuttingcows,40,Jun 2018
LBJ Presidential Library,g30196-d145840,mickeyd54456,50,Jun 2018
LBJ Presidential Library,g30196-d145840,kevinsP3333HQ,50,Jun 2018
LBJ Presidential Library,g30196-d145840,robertbH1994TM,20,Jun 2018
LBJ Presidential Library,g30196-d145840,andreassK8855LP,50,Jun 2018
LBJ Presidential Library,g30196-d145840,KatildaB,50,Jun 2018
LBJ Presidential Library,g30196-d145840,KDKDKDKD2,50,Jun 2018
LBJ Presidential Library,g30196-d145840,D4091OEkevinr,50,Jun 2018
LBJ Presidential Library,g30196-d145840,TannAnne,40,Jun 2018
LBJ Presidential Library,g30196-d145840,NelsonT_11,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Americansportswriter,50,Jun 2018
LBJ Presidential Library,g30196-d145840,JeanineDN,40,Jun 2018
LBJ Presidential Library,g30196-d145840,78janl,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Btravelee,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Alfstewart69,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Bronxgirl,50,Jun 2018
LBJ Presidential Library,g30196-d145840,Changemyprofile,40,Jun 2018
LBJ Presidential Library,g30196-d145840,geffsta,50,Jun 2018
LBJ Presidential Library,g30196-d145840,TXDave55,50,Jun 2018
LBJ Presidential Library,g30196-d145840,billbF882HL,40,Jun 2018
LBJ Presidential Library,g30196-d145840,NMackey,50,Jun 2018
LBJ Presidential Library,g30196-d145840,PasaTravels,50,Jun 2018
LBJ Presidential Library,g30196-d145840,r0adtripper62,50,Jun 2018
LBJ Presidential Library,g30196-d145840,kathyPittsburghPA,50,Jun 2018
LBJ Presidential Library,g30196-d145840,robinsonellen,40,Jun 2018
LBJ Presidential Library,g30196-d145840,ecatcarter,50,Jun 2018
LBJ Presidential Library,g30196-d145840,davidmZ4014DO,40,Jun 2018
